0,-0.005859375,39.31055
0.3,-0.005859375,39.31055
0.6,-0.005859375,39.4043
0.9,-0.005859375,39.35742
1.2,-0.005859375,39.31055
1.5,-0.005859375,39.35742
1.8,-0.005859375,39.31055
2.1,-0.005859375,39.26367
2.4,-0.005859375,39.31055
2.7,-0.005859375,39.4043
3,-0.005859375,39.31055
3.3,-0.005859375,39.35742
3.6,-0.005859375,39.35742
3.9,-0.005859375,39.31055
4.2,-0.005859375,39.35742
4.5,-0.005859375,39.4043
4.8,-0.005859375,39.26367
5.1,-0.005859375,39.26367
5.4,-0.005859375,39.2168
5.7,-0.005859375,39.2168
6,-0.005859375,39.31055
6.3,-0.005859375,39.31055
6.6,-0.005859375,39.31055
6.9,-0.005859375,39.31055
7.2,-0.005859375,39.26367
7.5,-0.005859375,39.4043
7.8,-0.005859375,39.2168
8.1,-0.005859375,39.26367
8.400001,-0.005859375,39.31055
8.700001,-0.005859375,39.2168
9,-0.005859375,39.26367
9.3,-0.005859375,39.31055
9.6,-0.005859375,39.35742
9.900001,-0.005859375,39.31055
10.2,-0.005859375,39.31055
10.5,-0.005859375,39.35742
10.8,-0.005859375,39.31055
11.1,-0.005859375,39.35742
11.4,-0.005859375,39.35742
11.7,-0.005859375,39.4043
12,-0.005859375,39.31055
12.3,-0.005859375,39.31055
12.6,-0.005859375,39.4043
12.9,-0.005859375,39.4043
13.2,-0.005859375,39.4043
13.5,-0.005859375,39.35742
13.8,-0.005859375,39.35742
14.1,-0.005859375,39.35742
14.4,-0.005859375,39.35742
14.7,-0.005859375,39.35742
15,-0.005859375,39.4043
15.3,-0.005859375,39.2168
15.6,-0.005859375,39.35742
15.9,-0.005859375,39.31055
16.2,-0.005859375,39.31055
16.5,-0.005859375,39.2168
16.8,-0.005859375,39.35742
17.1,-0.005859375,39.31055
17.4,-0.005859375,39.26367
17.7,-0.005859375,39.35742
18,-0.005859375,39.35742
18.3,-0.005859375,39.35742
18.6,-0.005859375,39.4043
18.9,-0.005859375,39.31055
19.2,-0.005859375,39.35742
19.5,-0.005859375,39.4043
19.8,-0.005859375,39.35742
20.1,-0.005859375,39.4043
20.4,-0.005859375,39.4043
20.7,-0.005859375,39.4043
21,-0.005859375,39.35742
21.3,-0.005859375,39.4043
21.6,-0.005859375,39.31055
21.9,-0.005859375,39.35742
22.2,-0.005859375,39.4043
22.5,-0.005859375,39.35742
22.8,-0.005859375,39.31055
23.1,-0.005859375,39.35742
23.4,-0.005859375,39.45117
23.7,-0.005859375,39.26367
24,-0.005859375,39.35742
24.3,-0.005859375,39.4043
24.6,-0.005859375,39.31055
24.9,-0.005859375,39.35742
25.2,-0.005859375,39.31055
25.5,-0.005859375,39.31055
25.8,-0.005859375,39.26367
26.1,-0.005859375,39.2168
26.4,-0.005859375,39.26367
26.7,-0.005859375,39.4043
27,-0.005859375,39.35742
27.3,-0.005859375,39.35742
27.6,-0.005859375,39.26367
27.9,-0.005859375,39.31055
28.2,-0.005859375,39.31055
28.5,-0.005859375,39.31055
28.8,-0.005859375,39.31055
29.1,-0.005859375,39.26367
29.4,-0.005859375,39.35742
29.7,-0.005859375,39.31055
30,-0.005859375,39.35742
30.3,-0.005859375,39.35742
30.6,-0.005859375,39.31055
30.9,-0.005859375,39.35742
31.2,-0.005859375,39.35742
31.5,-0.005859375,39.31055
31.8,-0.005859375,39.31055
32.1,-0.005859375,39.35742
32.4,-0.005859375,39.35742
32.7,-0.005859375,39.31055
33,-0.005859375,39.26367
33.3,-0.005859375,39.35742
33.6,-0.005859375,39.35742
33.9,-0.005859375,39.4043
34.2,-0.005859375,39.35742
34.5,-0.005859375,39.35742
34.8,-0.005859375,39.35742
35.1,-0.005859375,39.31055
35.4,-0.005859375,39.31055
35.7,-0.005859375,39.31055
36,-0.005859375,39.31055
36.3,-0.005859375,39.31055
36.6,-0.005859375,39.2168
36.9,-0.005859375,39.31055
37.2,-0.005859375,39.35742
37.5,-0.005859375,39.35742
37.8,-0.005859375,39.35742
38.1,-0.005859375,39.35742
38.4,-0.005859375,39.31055
38.7,-0.005859375,39.31055
39,-0.005859375,39.31055
39.3,-0.005859375,39.45117
39.6,-0.005859375,39.35742
39.9,-0.005859375,39.26367
40.2,-0.005859375,39.35742
40.5,-0.005859375,39.4043
40.8,-0.005859375,39.4043
41.1,-0.005859375,39.31055
41.4,-0.005859375,39.31055
41.7,-0.005859375,39.35742
42,-0.005859375,39.35742
42.3,-0.005859375,39.4043
42.6,-0.005859375,39.31055
42.9,-0.005859375,39.35742
43.2,-0.005859375,39.4043
43.5,-0.005859375,39.4043
43.8,-0.005859375,39.35742
44.1,-0.005859375,39.4043
44.4,-0.005859375,39.35742
44.7,-0.005859375,39.4043
45,-0.005859375,39.35742
45.3,-0.005859375,39.2168
45.6,-0.005859375,39.31055
45.9,-0.005859375,39.26367
46.2,-0.005859375,39.31055
46.5,-0.005859375,39.2168
46.8,-0.005859375,39.31055
47.1,-0.005859375,39.35742
47.4,-0.005859375,39.26367
47.7,-0.005859375,39.2168
48,-0.005859375,39.35742
48.3,-0.005859375,39.26367
48.6,-0.005859375,39.31055
48.9,-0.005859375,39.35742
49.2,-0.005859375,39.35742
49.5,-0.005859375,39.35742
49.8,-0.005859375,39.31055
50.1,-0.005859375,39.26367
50.4,-0.005859375,39.31055
50.7,-0.005859375,39.35742
51,-0.005859375,39.4043
51.3,-0.005859375,39.35742
51.6,-0.005859375,39.31055
51.9,-0.005859375,39.2168
52.2,-0.005859375,39.31055
52.5,-0.005859375,39.35742
52.8,-0.005859375,39.31055
53.1,-0.005859375,39.4043
53.4,-0.005859375,39.35742
53.7,-0.005859375,39.35742
54,-0.005859375,39.35742
54.3,-0.005859375,39.35742
54.6,-0.005859375,39.31055
54.9,-0.005859375,39.35742
55.2,-0.005859375,39.31055
55.5,-0.005859375,39.31055
55.8,-0.005859375,39.35742
56.1,-0.005859375,39.35742
56.4,-0.005859375,39.4043
56.7,-0.005859375,39.35742
57,-0.005859375,39.35742
57.3,-0.005859375,39.45117
57.6,-0.005859375,39.4043
57.9,-0.005859375,39.35742
58.2,-0.005859375,39.35742
58.5,-0.005859375,39.26367
58.8,-0.005859375,39.31055
59.1,-0.005859375,39.35742
59.4,-0.005859375,39.4043
59.7,-0.005859375,39.35742
60,-0.005859375,39.4043
60.3,-0.005859375,39.35742
60.6,-0.005859375,39.31055
60.9,-0.005859375,39.35742
61.2,-0.005859375,39.26367
61.5,-0.005859375,39.4043
61.8,-0.005859375,39.35742
62.1,-0.005859375,39.35742
62.4,-0.005859375,39.4043
62.7,-0.005859375,39.35742
63,-0.005859375,39.35742
63.3,-0.005859375,39.35742
63.6,-0.005859375,39.45117
63.9,-0.005859375,39.4043
64.2,-0.005859375,39.35742
64.5,-0.005859375,39.35742
64.8,-0.005859375,39.35742
65.10001,-0.005859375,39.35742
65.4,-0.005859375,39.31055
65.7,-0.005859375,39.35742
66,-0.005859375,39.35742
66.3,-0.005859375,39.4043
66.60001,-0.005859375,39.26367
66.9,-0.005859375,39.31055
67.2,-0.005859375,39.35742
67.5,-0.005859375,39.26367
67.8,-0.005859375,39.4043
68.10001,-0.005859375,39.35742
68.4,-0.005859375,39.31055
68.7,-0.005859375,39.35742
69,-0.005859375,39.26367
69.3,-0.005859375,39.4043
69.60001,-0.005859375,39.31055
69.9,-0.005859375,39.35742
70.2,-0.005859375,39.35742
70.5,-0.005859375,39.31055
70.8,-0.005859375,39.31055
71.10001,-0.005859375,39.31055
71.4,-0.005859375,39.4043
71.7,-0.005859375,39.4043
72,-0.005859375,39.31055
72.3,-0.005859375,39.35742
72.60001,-0.005859375,39.35742
72.9,-0.005859375,39.4043
73.2,-0.005859375,39.26367
73.5,-0.005859375,39.35742
73.8,-0.005859375,39.35742
74.10001,-0.005859375,39.35742
74.4,-0.005859375,39.45117
74.7,-0.005859375,39.35742
75,-0.005859375,39.4043
75.3,-0.005859375,39.31055
75.60001,-0.005859375,39.26367
75.9,-0.005859375,39.4043
76.2,-0.005859375,39.35742
76.5,-0.005859375,39.4043
76.8,-0.005859375,39.35742
